age,gender,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,uso_no_gaming,stress_level,gaming_cat,grades,grades_original,flag_grades_gt100,flag_ajustado
20,Male,4.34,6.7,6.35,81.11,2.89,7.49,3.15,Medium,Medio,74.36,74.36,False,False
24,Female,3.07,6.73,5.06,62.14,1.6,5.47,2.4,Medium,Medio,86.29,86.28924522753624,False,True
16,Female,0.01,8.13,8.55,99.68,3.68,2.7,2.69,Medium,Bajo,100.0,100.0,False,False
24,Female,5.85,3.58,7.61,76.96,0.79,8.24,2.39,Low,Alto,45.71,45.71,False,False
23,Male,6.01,7.93,5.41,97.09,2.98,7.18,1.17,High,Alto,84.49,84.48751588699547,False,True
19,Male,5.98,4.96,5.7,88.97,0.0,8.29,2.31,Low,Alto,54.94,54.93546187649417,False,True
20,Other,2.76,7.03,7.43,71.6,1.26,7.94,5.18,Medium,Bajo,82.79,82.79,False,False
20,Female,4.18,5.1,6.39,68.88,0.81,8.82,4.64,Medium,Medio,62.11,62.11,False,False
21,Female,2.88,9.54,4.41,99.83,1.05,6.99,4.11,High,Medio,90.58,90.58,False,False
22,Male,0.13,2.61,4.71,90.89,4.3,5.64,5.51,Medium,Bajo,63.91,63.91,False,False
23,Male,4.5,7.08,7.73,69.99,4.57,6.82,2.32,Medium,Medio,75.33,75.33,False,False
23,Female,0.99,6.19,5.64,62.7,3.78,4.88,3.89,Medium,Bajo,82.22,82.22,False,False
17,Female,0.64,2.55,6.54,87.88,2.95,1.8,1.16,Medium,Bajo,64.71,64.71,False,False
24,Male,6.04,1.59,7.83,72.12,1.15,11.5,5.46,Low,Alto,29.61,29.61,False,False
22,Female,0.08,8.19,7.76,68.85,1.37,3.32,3.24,Medium,Bajo,100.0,100.0,False,False
19,Female,7.67,2.42,4.84,89.4,1.55,9.56,1.89,Low,Alto,22.47,22.47,False,False
19,Male,4.12,2.68,4.49,87.17,3.89,6.32,2.2,Medium,Medio,48.9,48.9,False,False
23,Male,7.34,9.16,6.5,79.26,1.26,13.1,5.76,Low,Alto,84.31,84.30932537333511,False,True
19,Male,0.46,7.46,7.71,97.71,4.87,2.0,1.54,Medium,Bajo,100.0,100.0,False,False
21,Female,4.67,3.25,4.75,87.19,3.98,10.3,5.63,Medium,Medio,39.67,39.67,False,False
20,Male,2.79,6.32,5.86,95.74,5.0,5.66,2.87,Medium,Bajo,76.02,76.02,False,False
18,Male,6.75,5.81,8.35,67.62,2.3,9.01,2.26,Low,Alto,50.59,50.59,False,False
17,Female,2.89,8.6,8.72,71.87,2.95,5.55,2.66,Medium,Medio,100.0,100.0,False,False
24,Male,2.08,7.56,6.27,64.18,1.4,5.12,3.04,Medium,Bajo,83.57,83.57,False,False
24,Male,6.86,8.49,4.4,72.18,3.02,10.6,3.74,High,Alto,71.79,71.78858928881948,False,True
16,Male,3.0,2.9,5.29,98.87,4.87,6.93,3.93,Medium,Medio,61.94,61.94,False,False
18,Female,0.13,6.76,5.16,98.51,0.15,3.37,3.24,Medium,Bajo,98.67,98.67,False,False
23,Female,3.12,1.36,5.19,90.42,1.45,6.35,3.23,Medium,Medio,49.03,49.03,False,False
21,Male,5.24,1.62,6.47,80.84,1.41,7.67,2.43,Low,Medio,36.93,36.93,False,False
20,Female,2.03,7.42,6.92,91.23,4.91,4.95,2.92,Medium,Bajo,94.4,94.40371487524844,False,True
20,Female,3.46,1.22,4.61,82.14,0.66,6.8,3.34,Medium,Medio,53.56,53.5605254495483,False,True
21,Male,0.45,6.22,8.45,60.14,4.06,4.44,3.99,Medium,Bajo,93.88,93.88,False,False
22,Male,4.7,8.56,7.1,80.06,1.37,6.35,1.65,Medium,Medio,85.52,85.52,False,False
16,Male,6.05,4.42,6.99,83.96,4.3,10.87,4.82,Low,Alto,50.97,50.97,False,False
24,Male,3.31,1.4,8.94,70.63,2.44,7.71,4.4,Medium,Medio,44.4,44.4,False,False
18,Female,3.36,7.42,7.14,68.13,1.21,5.85,2.49,Medium,Medio,83.31,83.31,False,False
19,Female,0.71,9.37,8.64,70.95,3.55,4.01,3.3,Medium,Bajo,100.0,100.0,False,False
16,Male,1.62,7.45,5.43,84.95,4.21,7.35,5.73,High,Bajo,84.58,84.58,False,False
18,Male,1.24,6.21,5.2,65.84,2.35,2.34,1.1,Medium,Bajo,77.63,77.63,False,False
17,Male,3.85,3.07,6.58,88.81,3.57,8.91,5.06,Medium,Medio,57.48,57.48,False,False
17,Female,4.23,1.14,6.54,76.91,0.91,7.79,3.56,Medium,Medio,40.54,40.54,False,False
16,Male,7.59,7.25,5.13,74.13,4.69,11.68,4.09,High,Alto,53.12,53.12422586092062,False,True
23,Female,0.59,3.08,7.5,92.29,0.48,5.01,4.42,Medium,Bajo,68.45,68.45,False,False
18,Male,4.8,8.72,4.15,80.24,1.11,8.08,3.28,High,Medio,77.36,77.35818458772589,False,True
18,Female,4.21,5.2,7.45,75.14,1.44,6.17,1.96,Medium,Medio,69.12,69.12,False,False
21,Female,4.13,5.78,6.29,95.13,0.76,9.68,5.55,Medium,Medio,67.63,67.63,False,False
23,Male,6.99,7.79,7.45,74.73,2.03,11.69,4.7,Low,Alto,68.87,68.86794196330607,False,True
24,Female,1.64,8.01,6.39,94.36,2.29,5.44,3.8,Medium,Bajo,100.0,100.0,False,False
24,Other,0.33,6.78,8.89,80.17,2.59,3.57,3.24,Medium,Bajo,95.81,95.81,False,False
19,Male,5.38,9.45,5.67,68.32,0.2,8.88,3.5,High,Medio,75.07,75.07355400699501,False,True
20,Female,2.76,9.84,8.91,84.51,1.1,7.88,5.12,Medium,Bajo,100.0,100.0,False,False
17,Male,0.14,9.52,4.32,71.41,4.04,1.2,1.06,High,Bajo,86.98,86.98,False,False
24,Female,2.01,8.42,7.42,65.89,4.05,7.34,5.33,Medium,Bajo,95.92,95.92,False,False
23,Male,2.47,7.35,6.27,63.46,1.65,3.7,1.23,Medium,Bajo,79.35,79.35,False,False
18,Female,4.93,6.97,8.11,69.67,2.31,9.01,4.08,Medium,Medio,81.3,81.3012645181445,False,True
24,Female,1.38,1.93,7.95,89.46,0.92,4.05,2.67,Medium,Bajo,71.53,71.52765816975264,False,True
18,Female,3.3,3.44,8.0,93.52,4.11,7.69,4.39,Medium,Medio,67.05,67.05,False,False
24,Female,3.86,1.05,4.47,94.47,4.78,5.29,1.43,Medium,Medio,32.96,32.96,False,False
17,Female,3.67,2.24,8.11,70.81,1.46,7.45,3.78,Medium,Medio,67.3,67.3,False,False
24,Male,7.79,4.95,5.07,86.44,3.91,13.07,5.28,Low,Alto,28.41,28.41,False,False
23,Female,0.36,2.32,4.13,69.21,1.76,3.83,3.47,Medium,Bajo,55.96,55.96,False,False
24,Female,7.61,9.11,5.09,84.91,0.01,9.03,1.42,High,Alto,76.52,76.51838975758899,False,True
20,Female,4.66,8.25,6.4,95.49,3.0,5.85,1.19,Medium,Medio,84.84,84.84,False,False
17,Female,6.37,1.64,7.71,61.64,2.05,10.48,4.11,Low,Alto,27.06,27.06,False,False
23,Female,3.44,3.24,5.09,99.41,3.79,4.79,1.35,Medium,Medio,56.04,56.04,False,False
21,Female,3.63,8.37,4.57,93.08,3.74,4.99,1.36,High,Medio,81.61,81.61,False,False
23,Male,7.03,8.23,7.23,90.47,4.73,10.16,3.13,Low,Alto,75.44,75.44389397833868,False,True
20,Male,6.44,8.54,8.01,87.65,2.19,9.22,2.78,Low,Alto,94.62,94.62368883314664,False,True
17,Male,1.91,9.98,7.0,90.81,2.41,3.93,2.02,Medium,Bajo,100.0,108.067656311251,True,True
21,Male,1.59,9.79,7.46,99.78,2.0,4.99,3.4,Medium,Bajo,100.0,100.0,False,False
20,Female,3.97,4.69,6.81,90.81,1.48,6.37,2.4,Medium,Medio,62.65,62.65,False,False
20,Male,7.2,3.25,7.91,74.06,3.19,9.3,2.1,Low,Alto,35.36,35.36,False,False
16,Male,2.58,7.83,8.88,84.56,4.14,6.15,3.57,Medium,Bajo,98.1,98.1,False,False
17,Other,5.22,3.69,6.72,73.48,0.79,7.67,2.45,Low,Medio,54.92,54.92,False,False
23,Male,5.67,8.26,6.08,98.8,4.91,7.07,1.4,Low,Alto,91.5,91.50252958123971,False,True
18,Male,6.23,5.81,8.3,96.01,3.42,10.64,4.41,Low,Alto,63.49,63.49,False,False
18,Male,4.51,8.15,8.85,82.7,3.9,8.44,3.93,Medium,Medio,97.68,97.68,False,False
23,Male,3.22,3.48,4.65,91.25,4.99,5.28,2.06,Medium,Medio,57.4,57.4,False,False
23,Female,7.74,5.57,6.89,96.39,2.52,11.65,3.91,Low,Alto,43.19,43.19,False,False
17,Female,4.89,6.08,7.96,69.74,0.36,10.67,5.78,Medium,Medio,67.02,67.02,False,False
23,Female,5.83,9.49,6.67,83.18,3.95,11.61,5.78,Low,Alto,93.9,93.90115561105384,False,True
16,Male,2.76,3.4,6.05,79.27,4.35,6.42,3.66,Medium,Bajo,55.53,55.53,False,False
21,Female,5.36,9.43,7.28,90.86,0.81,6.85,1.49,Low,Medio,89.98,89.98359083334593,False,True
23,Male,2.06,8.24,5.35,75.16,0.12,5.35,3.29,High,Bajo,89.73,89.73,False,False
18,Male,1.96,7.58,5.75,88.36,0.68,3.09,1.13,High,Bajo,92.5,92.5,False,False
23,Male,5.72,8.08,8.96,76.12,1.62,8.8,3.08,Low,Alto,98.96,98.95894442920094,False,True
16,Male,4.17,6.45,7.18,64.44,4.62,9.72,5.55,Medium,Medio,68.69,68.69,False,False
24,Male,5.47,3.2,8.36,64.28,0.01,8.81,3.34,Low,Alto,51.6,51.59915449938544,False,True
24,Male,2.16,2.71,8.04,64.76,4.02,5.91,3.75,Medium,Bajo,66.1,66.1,False,False
20,Other,4.79,8.8,7.26,61.3,4.27,6.58,1.79,Medium,Medio,75.13,75.13,False,False
19,Male,3.55,7.53,8.2,81.32,4.06,4.63,1.08,Medium,Medio,90.15,90.15,False,False
21,Male,4.78,2.92,5.44,86.88,0.41,10.75,5.97,Medium,Medio,36.88,36.88,False,False
22,Male,2.33,6.54,7.19,65.07,3.4,5.02,2.69,Medium,Bajo,77.8,77.8,False,False
20,Female,5.72,5.03,6.95,84.47,4.77,8.12,2.4,Low,Alto,49.42,49.42,False,False
24,Male,6.45,2.43,7.11,83.91,0.6,10.31,3.86,Low,Alto,43.52,43.52,False,False
18,Female,2.08,5.79,4.84,65.88,0.16,6.81,4.73,Medium,Bajo,68.53,68.53,False,False
22,Other,2.4,3.53,5.39,76.16,4.37,4.66,2.26,Medium,Bajo,61.07,61.07438669394042,False,True
20,Male,5.29,1.87,5.43,90.21,3.22,8.91,3.62,Low,Medio,26.98,26.98,False,False
22,Male,5.56,5.2,7.01,60.67,3.23,8.22,2.66,Low,Alto,50.03,50.02769025889708,False,True
17,Male,5.63,6.31,8.86,65.88,4.82,9.03,3.4,Low,Alto,70.6,70.6,False,False
19,Female,5.46,1.42,8.77,99.83,3.85,7.27,1.81,Low,Medio,49.81,49.81,False,False
17,Male,3.14,4.62,5.14,89.34,1.99,6.69,3.55,Medium,Medio,56.75,56.75,False,False
22,Male,3.16,3.32,5.52,78.57,2.18,4.4,1.24,Medium,Medio,47.15,47.15,False,False
17,Male,2.04,1.28,4.18,85.19,0.72,7.24,5.2,Medium,Bajo,53.37,53.37,False,False
16,Female,1.25,2.13,5.99,93.85,1.52,5.39,4.14,Medium,Bajo,73.88,73.88,False,False
24,Male,5.54,2.25,8.17,93.69,2.23,11.25,5.71,Low,Alto,49.68,49.68,False,False
16,Male,0.75,2.65,8.58,72.99,1.31,4.75,4.0,Medium,Bajo,71.4,71.4,False,False
23,Female,7.5,8.23,5.18,79.65,4.58,9.41,1.91,High,Alto,61.04,61.035842600418775,False,True
17,Female,6.61,4.96,5.33,85.52,0.06,10.03,3.42,Low,Alto,36.46,36.46,False,False
23,Female,6.86,2.32,5.1,62.88,2.94,11.18,4.32,Low,Alto,21.55,21.55,False,False
18,Male,7.25,1.9,5.75,97.83,3.86,10.12,2.87,Low,Alto,23.73,23.73,False,False
21,Female,3.27,3.68,8.02,77.31,3.66,7.03,3.76,Medium,Medio,69.18,69.18,False,False
18,Female,6.77,8.18,7.23,74.83,3.22,8.58,1.81,Low,Alto,74.68,74.68289979729227,False,True
22,Male,1.26,4.28,7.93,96.28,2.05,6.15,4.89,Medium,Bajo,90.27,90.27,False,False
24,Female,0.17,2.44,6.92,64.73,4.59,5.72,5.55,Medium,Bajo,59.2,59.2,False,False
17,Male,6.28,4.64,5.29,61.57,1.64,8.85,2.57,Low,Alto,36.34,36.34,False,False
20,Female,0.6,6.0,5.14,87.4,3.75,5.57,4.97,Medium,Bajo,85.84,85.84,False,False
21,Male,7.91,1.27,4.05,75.4,4.63,9.37,1.46,Low,Alto,0.0,0.0,False,False
19,Female,5.4,6.65,7.9,90.58,0.64,7.63,2.23,Low,Medio,83.68,83.68,False,False
19,Male,6.03,4.56,8.24,62.74,4.74,9.34,3.31,Low,Alto,46.64,46.64,False,False
19,Female,1.97,1.09,7.84,75.35,3.88,4.9,2.93,Medium,Bajo,60.66,60.66,False,False
17,Male,5.39,7.07,4.37,69.41,3.08,9.49,4.1,High,Medio,71.72,71.71733430364611,False,True
19,Other,0.35,7.41,7.81,89.58,1.87,4.16,3.81,Medium,Bajo,100.0,100.0,False,False
16,Female,6.7,6.66,4.23,69.09,4.52,8.14,1.44,Low,Alto,45.26,45.26,False,False
21,Male,1.36,4.08,4.53,78.32,0.22,3.02,1.66,Medium,Bajo,69.27,69.27,False,False
16,Female,5.58,5.77,6.2,92.76,2.16,6.84,1.26,Low,Alto,61.23,61.23,False,False
21,Other,1.8,4.48,6.38,96.62,3.78,7.56,5.76,Medium,Bajo,88.34,88.34,False,False
16,Male,0.55,7.31,8.08,88.9,4.06,4.78,4.23,Medium,Bajo,100.0,100.0,False,False
21,Male,3.85,6.25,7.4,77.17,1.01,9.13,5.28,Medium,Medio,80.59,80.59,False,False
23,Female,1.35,1.74,4.77,82.88,0.24,5.06,3.71,Medium,Bajo,64.42,64.42,False,False
17,Male,5.84,6.79,5.13,87.59,4.01,7.81,1.97,Low,Alto,61.6,61.6,False,False
17,Male,1.9,7.19,5.43,95.0,2.11,6.03,4.13,High,Bajo,91.09,91.09,False,False
19,Male,2.74,4.34,4.62,95.54,0.72,6.27,3.53,Medium,Bajo,65.87,65.87,False,False
18,Male,4.54,8.88,5.44,97.24,0.43,7.58,3.04,High,Medio,85.15,85.15,False,False
19,Male,2.28,8.59,7.64,92.43,3.2,5.14,2.86,Medium,Bajo,100.0,100.0,False,False
22,Male,3.02,2.58,5.21,65.87,2.91,7.27,4.25,Medium,Medio,43.56,43.56,False,False
16,Female,6.29,8.82,7.89,89.91,4.27,10.61,4.32,Low,Alto,96.81,96.81046678967616,False,True
21,Female,1.43,4.97,6.35,92.58,0.16,3.19,1.76,Medium,Bajo,87.76,87.76,False,False
18,Male,0.66,7.51,5.61,95.11,4.34,5.74,5.08,High,Bajo,91.48,91.48,False,False
22,Female,2.63,8.33,6.06,96.99,4.44,6.81,4.18,Medium,Bajo,96.37,96.37,False,False
17,Female,3.4,5.55,7.55,80.37,2.23,7.08,3.68,Medium,Medio,83.19,83.19,False,False
17,Female,4.34,4.59,6.58,86.2,0.38,9.08,4.74,Medium,Medio,66.97,66.97108774381033,False,True
19,Male,2.98,9.24,4.04,60.38,4.73,4.75,1.77,High,Medio,86.27,86.27,False,False
16,Male,6.32,3.08,8.61,82.91,0.36,11.92,5.6,Low,Alto,41.64,41.64,False,False
18,Female,0.31,3.31,4.33,78.93,2.95,2.66,2.35,Medium,Bajo,62.32,62.32,False,False
24,Female,3.45,4.25,8.69,98.49,2.47,5.76,2.31,Medium,Medio,68.09,68.09,False,False
22,Female,3.06,8.74,4.14,96.07,4.18,8.13,5.07,High,Medio,90.31,90.31,False,False
22,Female,5.18,9.45,7.85,91.9,2.51,7.85,2.67,Low,Medio,100.0,105.49581242929956,True,True
19,Male,7.73,2.98,6.67,62.28,2.35,12.88,5.15,Low,Alto,11.54,11.54,False,False
17,Female,4.08,8.77,6.53,76.08,4.4,6.72,2.64,Medium,Medio,82.73,82.73,False,False
19,Male,7.9,3.32,4.36,87.84,4.82,11.65,3.75,Low,Alto,34.41,34.411590637893426,False,True
21,Male,2.42,9.74,5.19,61.19,2.75,4.57,2.15,High,Bajo,92.88,92.88,False,False
18,Female,0.25,6.38,7.89,69.43,2.27,4.91,4.66,Medium,Bajo,90.98,90.98,False,False
16,Male,1.33,1.06,8.46,95.5,4.16,3.16,1.83,Medium,Bajo,73.43,73.43,False,False
23,Male,3.16,1.31,6.65,65.19,4.16,8.66,5.5,Medium,Medio,47.83,47.83,False,False
20,Female,2.53,2.33,5.77,62.05,1.6,5.39,2.86,Medium,Bajo,55.24,55.24,False,False
20,Male,0.78,2.69,4.3,83.22,2.88,4.14,3.36,Medium,Bajo,55.47,55.47,False,False
19,Other,3.46,7.91,7.41,97.86,0.77,4.58,1.12,Medium,Medio,96.55,96.55,False,False
21,Other,2.7,3.0,5.39,93.38,3.18,8.58,5.88,Medium,Bajo,61.08,61.08,False,False
18,Female,0.98,9.72,4.28,98.99,4.17,6.05,5.07,High,Bajo,100.0,100.0,False,False
24,Male,2.37,6.73,7.33,90.14,0.94,5.61,3.24,Medium,Bajo,88.51,88.51,False,False
20,Male,7.09,7.23,6.43,77.49,1.62,12.69,5.6,Low,Alto,72.09,72.08775226068668,False,True
18,Male,2.42,2.96,4.06,97.86,2.24,8.08,5.66,Medium,Bajo,57.14,57.14,False,False
16,Male,5.71,9.03,4.55,77.07,4.23,9.38,3.67,High,Alto,68.93,68.93198578330572,False,True
21,Male,4.9,7.01,7.5,74.0,3.66,7.07,2.17,Medium,Medio,58.04,58.04,False,False
17,Other,3.42,8.78,4.32,77.93,1.58,6.86,3.44,High,Medio,85.46,85.46,False,False
18,Male,1.91,9.61,8.33,92.56,1.22,4.53,2.62,Medium,Bajo,100.0,100.0,False,False
16,Female,2.95,2.13,5.56,96.71,3.48,6.19,3.24,Medium,Medio,62.65,62.6459388433947,False,True
24,Male,4.74,1.87,4.44,74.31,2.4,10.3,5.56,Medium,Medio,32.67,32.67,False,False
23,Female,2.81,8.23,7.8,78.49,2.97,5.22,2.41,Medium,Medio,100.0,100.0,False,False
17,Female,1.72,8.8,6.62,95.93,3.24,6.91,5.19,Medium,Bajo,100.0,100.0,False,False
23,Male,0.93,6.25,5.53,61.88,2.79,6.61,5.68,Medium,Bajo,75.26,75.26,False,False
24,Male,7.04,4.29,6.03,91.35,3.07,12.07,5.03,Low,Alto,43.56,43.56,False,False
16,Female,3.52,6.87,4.11,78.17,4.44,7.16,3.64,Medium,Medio,64.89,64.89,False,False
20,Female,5.0,3.75,7.31,75.06,4.34,8.82,3.82,Medium,Medio,55.77,55.77,False,False
23,Female,3.92,3.15,5.83,77.88,0.75,9.02,5.1,Medium,Medio,54.43,54.43178165902162,False,True
17,Male,6.98,5.39,7.57,76.75,2.93,8.2,1.22,Low,Alto,49.68,49.68,False,False
19,Male,4.38,2.95,7.14,90.26,2.2,9.06,4.68,Medium,Medio,56.08,56.08,False,False
22,Female,3.85,5.35,7.26,97.12,1.43,7.49,3.64,Medium,Medio,69.91,69.91,False,False
18,Female,6.82,8.85,7.33,79.66,3.16,10.39,3.57,Low,Alto,77.42,77.42082051510255,False,True
20,Male,5.76,8.56,7.16,93.31,2.55,10.59,4.83,Low,Alto,77.13,77.12801939720653,False,True
23,Female,0.89,9.47,6.09,89.28,3.87,3.22,2.33,Medium,Bajo,100.0,100.0,False,False
18,Male,1.42,8.26,5.95,73.23,0.47,6.9,5.48,High,Bajo,100.0,100.0,False,False
19,Male,6.3,4.19,4.6,83.49,1.51,10.74,4.44,Low,Alto,46.96,46.96,False,False
24,Male,6.69,8.31,7.9,86.67,0.13,10.74,4.05,Low,Alto,87.53,87.52558276038593,False,True
22,Male,4.36,9.31,7.81,60.94,3.73,7.98,3.62,Medium,Medio,85.25,85.25,False,False
16,Female,4.44,9.52,5.23,75.84,4.56,6.5,2.06,High,Medio,82.05,82.05,False,False
19,Male,5.06,7.15,8.31,99.71,2.94,9.14,4.08,Low,Medio,88.06,88.06232014887388,False,True
19,Male,3.51,2.9,6.95,85.49,3.08,8.13,4.62,Medium,Medio,56.65,56.65,False,False
24,Female,5.44,1.36,6.39,73.37,0.23,6.5,1.06,Low,Medio,35.23,35.23,False,False
21,Female,0.87,2.32,4.09,70.0,2.52,3.7,2.83,Medium,Bajo,46.9,46.9,False,False
24,Female,7.59,9.57,5.84,68.38,2.63,12.85,5.26,High,Alto,80.53,80.52919159668373,False,True
21,Female,6.0,5.16,7.2,76.07,0.19,10.16,4.16,Low,Alto,53.88,53.88,False,False
21,Male,5.05,8.69,4.45,67.73,3.91,9.13,4.08,High,Medio,73.54,73.53934850100686,False,True
20,Female,2.53,5.19,6.3,65.41,1.39,4.67,2.14,Medium,Bajo,67.43,67.43,False,False
20,Female,1.29,6.95,8.97,74.56,3.62,5.45,4.16,Medium,Bajo,100.0,100.0,False,False
17,Female,3.27,1.22,7.58,84.28,2.01,8.2,4.93,Medium,Medio,55.98,55.98,False,False
23,Male,5.29,3.25,6.73,65.86,4.98,8.3,3.01,Low,Medio,45.62,45.62,False,False
23,Male,5.07,4.93,6.67,61.77,1.06,6.98,1.91,Low,Medio,50.38,50.38,False,False
16,Female,3.06,6.68,4.22,61.39,0.29,4.45,1.39,Medium,Medio,62.08,62.08,False,False
23,Male,4.91,2.54,8.79,70.7,4.9,8.44,3.53,Medium,Medio,65.24,65.23911967044475,False,True
20,Female,6.5,7.87,8.63,67.61,1.22,10.93,4.43,Low,Alto,79.2,79.19753752635751,False,True
17,Female,0.21,4.28,7.41,81.57,3.18,2.02,1.81,Medium,Bajo,79.14,79.14063118463787,False,True
17,Female,3.6,8.36,4.5,78.23,1.87,6.71,3.11,High,Medio,75.04,75.04,False,False
21,Female,6.07,1.88,5.04,72.99,3.2,9.91,3.84,Low,Alto,13.62,13.62,False,False
24,Female,4.37,7.12,4.92,93.34,2.98,6.15,1.78,High,Medio,71.37,71.36941320462881,False,True
16,Male,5.21,3.64,6.6,80.2,3.54,7.56,2.35,Low,Medio,51.63,51.63439596171614,False,True
21,Female,4.13,8.16,5.04,63.66,0.09,8.17,4.04,High,Medio,67.45,67.45,False,False
24,Female,7.93,4.62,7.48,71.83,4.18,12.56,4.63,Low,Alto,31.09,31.09,False,False
23,Male,0.44,6.99,6.73,98.93,2.39,4.62,4.18,Medium,Bajo,100.0,100.0,False,False
21,Male,3.93,9.41,4.09,99.08,2.59,8.5,4.57,High,Medio,91.33,91.33,False,False
18,Male,0.73,1.19,7.72,70.19,2.06,4.64,3.91,Medium,Bajo,52.01,52.01,False,False
23,Female,1.28,1.1,4.94,66.69,4.95,6.46,5.18,Medium,Bajo,57.93,57.93,False,False
24,Male,3.06,7.93,8.12,79.83,4.01,8.19,5.13,Medium,Medio,93.81,93.81,False,False
16,Female,1.24,6.82,5.78,79.26,1.56,6.22,4.98,Medium,Bajo,90.1,90.1,False,False
24,Male,7.71,3.64,5.69,76.41,3.92,11.59,3.88,Low,Alto,20.75,20.75,False,False
21,Male,7.57,5.45,4.06,81.17,2.18,13.54,5.97,Low,Alto,30.13,30.13,False,False
21,Female,2.69,1.38,8.94,69.29,4.35,3.89,1.2,Medium,Bajo,66.15,66.15,False,False
19,Male,5.12,2.73,7.06,64.6,0.15,7.1,1.98,Low,Medio,35.42,35.42,False,False
16,Female,4.27,4.82,6.11,82.82,1.78,9.31,5.04,Medium,Medio,61.9,61.9,False,False
23,Female,6.52,8.51,4.48,97.3,2.15,11.65,5.13,High,Alto,68.63,68.62935441236611,False,True
17,Female,5.02,5.32,7.5,65.51,3.72,10.11,5.09,Low,Medio,50.03,50.03,False,False
16,Male,0.0,6.28,5.41,88.19,0.91,5.36,5.36,Medium,Bajo,78.1,78.1,False,False
17,Female,5.88,8.52,8.6,77.52,1.43,9.22,3.34,Low,Alto,90.43,90.42716069114832,False,True
16,Female,5.97,3.78,8.75,71.76,3.62,11.63,5.66,Low,Alto,41.42,41.42,False,False
16,Female,4.08,7.31,7.68,94.12,0.38,6.13,2.05,Medium,Medio,80.16,80.16,False,False
24,Female,6.69,8.11,8.2,78.26,1.01,12.9,6.21,Low,Alto,85.64,85.6362444209363,False,True
16,Female,7.27,2.82,4.53,83.33,3.77,11.05,3.78,Low,Alto,24.34,24.34,False,False
19,Female,4.19,4.21,5.4,77.72,4.38,6.01,1.82,Medium,Medio,53.32,53.32,False,False
21,Female,4.86,9.82,5.27,63.25,3.64,9.54,4.68,High,Medio,80.31,80.30792739364614,False,True
22,Male,7.97,9.85,4.36,83.8,2.64,10.45,2.48,High,Alto,55.82,55.82318207579687,False,True
17,Male,2.39,3.01,8.86,76.75,0.5,4.49,2.1,Medium,Bajo,62.52,62.52,False,False
21,Male,2.6,1.6,4.3,63.47,4.14,4.46,1.86,Medium,Bajo,36.79,36.79,False,False
22,Male,1.46,3.44,8.28,83.83,0.62,2.61,1.15,Medium,Bajo,83.59,83.59,False,False
17,Male,7.17,4.58,7.84,60.39,1.93,11.99,4.82,Low,Alto,36.44,36.44,False,False
17,Male,5.96,4.97,5.88,68.34,0.25,9.39,3.43,Low,Alto,49.17,49.17,False,False
22,Female,0.85,6.57,4.09,91.24,3.55,6.74,5.89,Medium,Bajo,89.63,89.63,False,False
16,Male,7.85,9.1,4.03,61.52,2.52,11.05,3.2,High,Alto,52.71,52.71126444257314,False,True
23,Female,5.85,3.97,5.02,85.87,4.54,11.07,5.22,Low,Alto,35.1,35.1,False,False
18,Male,6.8,8.65,6.47,97.99,0.69,12.64,5.84,Low,Alto,77.87,77.87417087604358,False,True
21,Male,0.39,1.84,6.29,66.85,4.1,1.5,1.11,Medium,Bajo,62.54,62.54,False,False
24,Male,4.04,1.38,6.93,76.68,2.55,5.57,1.53,Medium,Medio,39.61,39.61,False,False
21,Male,5.59,5.54,7.86,83.02,1.83,8.33,2.74,Low,Alto,59.86,59.86,False,False
24,Female,4.34,1.54,5.89,78.02,3.22,9.69,5.35,Medium,Medio,43.82,43.82,False,False
22,Female,5.33,4.53,4.8,84.82,3.95,10.52,5.19,Low,Medio,48.91,48.912246009543054,False,True
24,Male,6.37,8.84,7.79,76.16,2.2,9.37,3.0,Low,Alto,89.97,89.96797390666643,False,True
17,Male,2.99,3.17,5.66,65.94,1.16,4.99,2.0,Medium,Medio,48.01,48.01,False,False
23,Male,6.79,7.35,5.43,63.56,4.58,11.8,5.01,High,Alto,59.6,59.60184849799595,False,True
23,Female,1.3,3.72,7.82,89.78,1.56,5.28,3.98,Medium,Bajo,97.89,97.89092164488488,False,True
17,Female,2.17,1.4,8.67,69.54,4.99,3.33,1.16,Medium,Bajo,55.14,55.14,False,False
19,Female,0.35,6.01,8.57,93.9,3.84,5.37,5.02,Medium,Bajo,98.7,98.7,False,False
22,Female,2.92,8.51,4.69,89.72,3.44,8.7,5.78,High,Medio,91.91,91.91,False,False
19,Female,3.04,4.69,6.52,61.98,0.06,4.25,1.21,Medium,Medio,55.8,55.8,False,False
19,Male,6.44,6.56,4.46,68.05,2.24,8.87,2.43,Low,Alto,56.2,56.195058153358666,False,True
21,Male,5.2,9.05,8.75,71.68,2.51,10.33,5.13,Low,Medio,93.23,93.23497729297634,False,True
21,Female,3.49,8.11,5.08,83.78,1.88,7.41,3.92,High,Medio,74.67,74.67,False,False
18,Female,5.22,2.74,4.99,92.39,0.75,11.17,5.95,Low,Medio,37.8,37.8,False,False
24,Female,0.42,7.6,8.44,62.41,1.84,6.0,5.58,Medium,Bajo,97.85,97.85,False,False
17,Female,1.44,5.52,8.84,69.98,0.37,3.33,1.89,Medium,Bajo,92.22,92.22,False,False
